RoomCd|RoomType|RoomCharacteristic|minPax|maxPax|maxAdults|maxChildren|minAdults|Description__ENG|TypeDescription__ENG|CharacteristicDescription__ENG|Description__IND|TypeDescription__IND|CharacteristicDescription__IND
BUN.DX-PE|BUN|DX-PE|1|3|3|1|1|BUNGALOW DELUXE PREMIER|BUNGALOW|DELUXE PREMIER|BUNGALOW DELUKS PREMIER|BUNGALOW|DELUKS PREMIER
BUN.DX-PO|BUN|DX-PO|1|5|5|3|1|BUNGALOW DELUXE PARTIAL OCEAN VIEW|BUNGALOW|DELUXE PARTIAL OCEAN VIEW|BUNGALOW DELUKS PEMANDANGAN PARSIAL SAMUDRA|BUNGALOW|DELUKS PEMANDANGAN PARSIAL SAMUDRA
BUN.DX-PP|BUN|DX-PP|1|3|3|2|1|BUNGALOW DELUXE WITH PRIVATE POOL|BUNGALOW|DELUXE WITH PRIVATE POOL|BUNGALOW DELUKS DENGAN KOLAM RENANG PRIBADI|BUNGALOW|DELUKS DENGAN KOLAM RENANG PRIBADI
BUN.DX-SF|BUN|DX-SF|1|3|3|2|1|BUNGALOW DELUXE SEA FRONT|BUNGALOW|DELUXE SEA FRONT|BUNGALOW DELUKS DEPAN LAUT|BUNGALOW|DELUKS DEPAN LAUT
BUN.DX-SS|BUN|DX-SS|1|3|3|2|2|BUNGALOW DELUXE SIDE SEA VIEW|BUNGALOW|DELUXE SIDE SEA VIEW|BUNGALOW DELUKS PEMANDANGAN TEPI LAUT|BUNGALOW|DELUKS PEMANDANGAN TEPI LAUT
BUN.DX-SU|BUN|DX-SU|0|1|1|1|1|BUNGALOW DELUXE SUPERIOR|BUNGALOW|DELUXE SUPERIOR|BUNGALOW DELUKS SUPERIOR|BUNGALOW|DELUKS SUPERIOR
BUN.DX-VM|BUN|DX-VM|1|6|6|3|1|BUNGALOW DELUXE SEA VIEW|BUNGALOW|DELUXE SEA VIEW|BUNGALOW DELUKS PEMANDANGAN LAUT|BUNGALOW|DELUKS PEMANDANGAN LAUT
BUN.DX-VP|BUN|DX-VP|1|3|3|1|1|BUNGALOW DELUXE POOL VIEW|BUNGALOW|DELUXE POOL VIEW|BUNGALOW DELUKS PEMANDANGAN KOLAM RENANG|BUNGALOW|DELUKS PEMANDANGAN KOLAM RENANG
BUN.EJ-GV|BUN|EJ-GV|1|2|2|1|1|BUNGALOW EXECUTIVE GARDEN VIEW|BUNGALOW|EXECUTIVE GARDEN VIEW|BUNGALOW EKSEKUTIF PEMANDANGAN KEBUN|BUNGALOW|EKSEKUTIF PEMANDANGAN KEBUN
BUN.EY|BUN|EY|1|6|2|0|1|BUNGALOW ECONOMY|BUNGALOW|ECONOMY|BUNGALOW EKONOMI|BUNGALOW|EKONOMI
BUN.FA|BUN|FA|1|3|2|1|1|BUNGALOW FEMALE ROOM|BUNGALOW|FEMALE ROOM|BUNGALOW KAMAR PEREMPUAN|BUNGALOW|KAMAR PEREMPUAN
BUN.FH|BUN|FH|2|2|2|0|1|BUNGALOW WITH SHARED BATHROOM|BUNGALOW|WITH SHARED BATHROOM|BUNGALOW DENGAN KAMAR MANDI BERSAMA|BUNGALOW|DENGAN KAMAR MANDI BERSAMA
BUN.GD|BUN|GD|1|4|3|2|1|BUNGALOW GRAND|BUNGALOW|GRAND|BUNGALOW GRAND|BUNGALOW|GRAND
BUN.GR|BUN|GR|0|0|0|0|1|BUNGALOW GUEST ROOM|BUNGALOW|GUEST ROOM|BUNGALOW GUEST ROOM|BUNGALOW|GUEST ROOM
BUN.GV|BUN|GV|0|5|5|3|1|BUNGALOW GARDEN VIEW|BUNGALOW|GARDEN VIEW|BUNGALOW PEMANDANGAN KEBUN|BUNGALOW|PEMANDANGAN KEBUN
BUN.GV-1|BUN|GV-1|1|4|4|2|1|BUNGALOW GARDEN VIEW|BUNGALOW|GARDEN VIEW|BUNGALOW PEMANDANGAN KEBUN|BUNGALOW|PEMANDANGAN KEBUN
BUN.GV-2|BUN|GV-2|2|2|2|0|2|BUNGALOW GARDEN VIEW|BUNGALOW|GARDEN VIEW|BUNGALOW PEMANDANGAN KEBUN|BUNGALOW|PEMANDANGAN KEBUN
BUN.GV-KG|BUN|GV-KG|1|2|2|0|1|BUNGALOW GARDEN VIEW KING BED|BUNGALOW|GARDEN VIEW KING BED|BUNGALOW PEMANDANGAN KEBUN RANJANG KING|BUNGALOW|PEMANDANGAN KEBUN RANJANG KING
BUN.GV-SU|BUN|GV-SU|1|4|3|2|1|BUNGALOW SUPERIOR GARDEN VIEW|BUNGALOW|SUPERIOR GARDEN VIEW|BUNGALOW SUPERIOR PEMANDANGAN KEBUN|BUNGALOW|SUPERIOR PEMANDANGAN KEBUN
BUN.HM|BUN|HM|1|5|4|2|1|BUNGALOW HONEYMOON|BUNGALOW|HONEYMOON|BUNGALOW BULAN MADU|BUNGALOW|BULAN MADU
BUN.JA|BUN|JA|1|4|4|2|1|BUNGALOW WITH JACUZZI|BUNGALOW|WITH JACUZZI|BUNGALOW DENGAN JACUZZI|BUNGALOW|DENGAN JACUZZI
BUN.KG|BUN|KG|0|4|4|3|1|BUNGALOW KING SIZE BED|BUNGALOW|KING SIZE BED|BUNGALOW RANJANG UKURAN KING|BUNGALOW|RANJANG UKURAN KING
BUN.KG-1|BUN|KG-1|1|2|2|1|1|BUNGALOW KING SIZE BED|BUNGALOW|KING SIZE BED|BUNGALOW RANJANG UKURAN KING|BUNGALOW|RANJANG UKURAN KING
BUN.KG-2|BUN|KG-2|1|2|2|1|1|BUNGALOW KING SIZE BED|BUNGALOW|KING SIZE BED|BUNGALOW RANJANG UKURAN KING|BUNGALOW|RANJANG UKURAN KING
BUN.KG-NM|BUN|KG-NM|0|0|0|0|1|BUNGALOW KING BED NON SMOKING|BUNGALOW|KING BED NON SMOKING|BUNGALOW RANJANG KING BEBAS-ROKOK|BUNGALOW|RANJANG KING BEBAS-ROKOK
BUN.KG-OF|BUN|KG-OF|1|2|2|1|1|BUNGALOW OCEAN FRONT KING BED|BUNGALOW|OCEAN FRONT KING BED|BUNGALOW DEPAN SAMUDRA RANJANG KING|BUNGALOW|DEPAN SAMUDRA RANJANG KING
BUN.KG-OV|BUN|KG-OV|0|2|2|1|1|BUNGALOW OCEAN VIEW KING BED|BUNGALOW|OCEAN VIEW KING BED|BUNGALOW PEMANDANGAN SAMUDRA RANJANG KING|BUNGALOW|PEMANDANGAN SAMUDRA RANJANG KING
BUN.KG-PE|BUN|KG-PE|0|2|2|1|1|BUNGALOW PREMIER KING BED|BUNGALOW|PREMIER KING BED|BUNGALOW PREMIER RANJANG KING|BUNGALOW|PREMIER RANJANG KING
BUN.KG-PI|BUN|KG-PI|0|0|0|0|1|BUNGALOW PREMIUM KING BED|BUNGALOW|PREMIUM KING BED|BUNGALOW PREMIUM RANJANG KING|BUNGALOW|PREMIUM RANJANG KING
BUN.KG-SU|BUN|KG-SU|0|0|0|0|1|BUNGALOW SUPERIOR KING BED|BUNGALOW|SUPERIOR KING BED|BUNGALOW SUPERIOR RANJANG KING|BUNGALOW|SUPERIOR RANJANG KING
BUN.LV|BUN|LV|2|4|3|2|2|BUNGALOW LAND VIEW|BUNGALOW|LAND VIEW|BUNGALOW PEMANDANGAN DATARAN|BUNGALOW|PEMANDANGAN DATARAN
BUN.LV-SU|BUN|LV-SU|1|3|2|2|1|BUNGALOW SUPERIOR LAND VIEW|BUNGALOW|SUPERIOR LAND VIEW|BUNGALOW SUPERIOR PEMANDANGAN DATARAN|BUNGALOW|SUPERIOR PEMANDANGAN DATARAN
BUN.LX|BUN|LX|1|5|5|3|1|BUNGALOW LUXURY|BUNGALOW|LUXURY|BUNGALOW LUKSURI|BUNGALOW|LUKSURI
BUN.LX-1|BUN|LX-1|1|4|4|3|1|BUNGALOW LUXURY|BUNGALOW|LUXURY|BUNGALOW LUKSURI|BUNGALOW|LUKSURI
BUN.LX-VM|BUN|LX-VM|1|4|2|2|1|BUNGALOW LUXURY SEA VIEW|BUNGALOW|LUXURY SEA VIEW|BUNGALOW LUKSURI PEMANDANGAN LAUT|BUNGALOW|LUKSURI PEMANDANGAN LAUT
BUN.OF|BUN|OF|0|5|5|3|1|BUNGALOW OCEAN FRONT|BUNGALOW|OCEAN FRONT|BUNGALOW DEPAN SAMUDRA|BUNGALOW|DEPAN SAMUDRA
BUN.OV|BUN|OV|0|5|5|3|1|BUNGALOW OCEAN VIEW|BUNGALOW|OCEAN VIEW|BUNGALOW PEMANDANGAN SAMUDRA|BUNGALOW|PEMANDANGAN SAMUDRA
BUN.OV-1|BUN|OV-1|1|1|1|0|1|BUNGALOW OCEAN VIEW|BUNGALOW|OCEAN VIEW|BUNGALOW PEMANDANGAN SAMUDRA|BUNGALOW|PEMANDANGAN SAMUDRA
BUN.OV-2|BUN|OV-2|1|3|2|1|1|BUNGALOW OCEAN VIEW|BUNGALOW|OCEAN VIEW|BUNGALOW PEMANDANGAN SAMUDRA|BUNGALOW|PEMANDANGAN SAMUDRA
BUN.PE|BUN|PE|1|4|3|2|1|BUNGALOW PREMIER|BUNGALOW|PREMIER|BUNGALOW PREMIER|BUNGALOW|PREMIER
BUN.PI|BUN|PI|1|5|5|3|1|BUNGALOW PREMIUM|BUNGALOW|PREMIUM|BUNGALOW PREMIUM|BUNGALOW|PREMIUM
BUN.PO|BUN|PO|1|5|5|3|1|BUNGALOW PARTIAL OCEAN VIEW|BUNGALOW|PARTIAL OCEAN VIEW|BUNGALOW PEMANDANGAN SAMUDRA SEBAGIAN|BUNGALOW|PEMANDANGAN SAMUDRA SEBAGIAN
BUN.PO-1|BUN|PO-1|1|1|1|0|1|BUNGALOW PARTIAL OCEAN VIEW|BUNGALOW|PARTIAL OCEAN VIEW|BUNGALOW PEMANDANGAN SAMUDRA SEBAGIAN|BUNGALOW|PEMANDANGAN SAMUDRA SEBAGIAN
BUN.PO-2|BUN|PO-2|1|3|2|1|1|BUNGALOW PARTIAL OCEAN VIEW|BUNGALOW|PARTIAL OCEAN VIEW|BUNGALOW PEMANDANGAN SAMUDRA SEBAGIAN|BUNGALOW|PEMANDANGAN SAMUDRA SEBAGIAN
BUN.PP|BUN|PP|0|4|4|2|1|BUNGALOW WITH PRIVATE POOL|BUNGALOW|WITH PRIVATE POOL|BUNGALOW DENGAN KOLAM RENANG PRIBADI|BUNGALOW|DENGAN KOLAM RENANG PRIBADI
BUN.PP-SU|BUN|PP-SU|1|3|3|2|1|BUNGALOW SUPERIOR WITH PRIVATE POOL|BUNGALOW|SUPERIOR WITH PRIVATE POOL|BUNGALOW SUPERIOR DENGAN KOLAM RENANG PRIBADI|BUNGALOW|SUPERIOR DENGAN KOLAM RENANG PRIBADI
BUN.PP-VM|BUN|PP-VM|1|4|3|2|1|BUNGALOW SEA VIEW WITH PRIVATE POOL|BUNGALOW|SEA VIEW WITH PRIVATE POOL|BUNGALOW PEMANDANGAN LAUT DENGAN KOLAM RENANG PRIBADI|BUNGALOW|PEMANDANGAN LAUT DENGAN KOLAM RENANG PRIBADI
BUN.PR|BUN|PR|1|5|5|3|1|BUNGALOW PROMO|BUNGALOW|PROMO|BUNGALOW PROMO|BUNGALOW|PROMO
BUN.PS|BUN|PS|1|2|2|0|1|BUNGALOW PARTIAL SEA VIEW|BUNGALOW|PARTIAL SEA VIEW|BUNGALOW PEMANDANGAN PARSIAL LAUT|BUNGALOW|PEMANDANGAN PARSIAL LAUT
BUN.PT|BUN|PT|1|1|1|1|1|BUNGALOW PRESTIGE|BUNGALOW|PRESTIGE|BUNGALOW PRESTISE|BUNGALOW|PRESTISE
BUN.PT-1|BUN|PT-1|1|1|1|1|1|BUNGALOW PRESTIGE|BUNGALOW|PRESTIGE|BUNGALOW PRESTISE|BUNGALOW|PRESTISE
BUN.PT-2|BUN|PT-2|1|1|1|1|1|BUNGALOW PRESTIGE|BUNGALOW|PRESTIGE|BUNGALOW PRESTISE|BUNGALOW|PRESTISE
BUN.PV|BUN|PV|1|5|5|3|1|BUNGALOW PARK VIEW|BUNGALOW|PARK VIEW|BUNGALOW PEMANDANGAN TAMAN|BUNGALOW|PEMANDANGAN TAMAN
BUN.QN|BUN|QN|0|5|5|3|1|BUNGALOW QUEEN SIZE BED|BUNGALOW|QUEEN SIZE BED|BUNGALOW RANJANG UKURAN QUEEN|BUNGALOW|RANJANG UKURAN QUEEN
BUN.SF|BUN|SF|0|5|5|2|1|BUNGALOW SEA FRONT|BUNGALOW|SEA FRONT|BUNGALOW DEPAN LAUT|BUNGALOW|DEPAN LAUT
BUN.SF-1|BUN|SF-1|1|2|2|0|1|BUNGALOW SEA FRONT|BUNGALOW|SEA FRONT|BUNGALOW DEPAN LAUT|BUNGALOW|DEPAN LAUT
BUN.SF-SU|BUN|SF-SU|0|3|3|0|1|BUNGALOW SUPERIOR SEA FRONT|BUNGALOW|SUPERIOR SEA FRONT|BUNGALOW SUPERIOR DEPAN LAUT|BUNGALOW|SUPERIOR DEPAN LAUT
BUN.SS|BUN|SS|1|4|4|3|1|BUNGALOW SIDE SEA VIEW|BUNGALOW|SIDE SEA VIEW|BUNGALOW PEMANDANGAN TEPI LAUT|BUNGALOW|PEMANDANGAN TEPI LAUT
BUN.SS-SU|BUN|SS-SU|2|3|3|1|1|BUNGALOW SUPERIOR SIDE SEA VIEW|BUNGALOW|SUPERIOR SIDE SEA VIEW|BUNGALOW SUPERIOR PEMANDANGAN TEPI LAUT|BUNGALOW|SUPERIOR PEMANDANGAN TEPI LAUT
BUN.ST|BUN|ST|0|9|6|5|1|BUNGALOW STANDARD|BUNGALOW|STANDARD|BUNGALOW STANDAR|BUNGALOW|STANDAR
BUN.ST-1|BUN|ST-1|1|4|4|2|1|BUNGALOW STANDARD|BUNGALOW|STANDARD|BUNGALOW STANDAR|BUNGALOW|STANDAR
BUN.ST-10|BUN|ST-10|1|4|4|2|1|BUNGALOW STANDARD|BUNGALOW|STANDARD|BUNGALOW STANDAR|BUNGALOW|STANDAR
BUN.ST-2|BUN|ST-2|1|4|4|2|1|BUNGALOW STANDARD|BUNGALOW|STANDARD|BUNGALOW STANDAR|BUNGALOW|STANDAR
BUN.ST-3|BUN|ST-3|1|4|3|2|1|BUNGALOW STANDARD|BUNGALOW|STANDARD|BUNGALOW STANDAR|BUNGALOW|STANDAR
BUN.SU|BUN|SU|0|7|5|3|1|BUNGALOW SUPERIOR|BUNGALOW|SUPERIOR|BUNGALOW SUPERIOR|BUNGALOW|SUPERIOR
BUN.SU-1|BUN|SU-1|1|4|3|2|1|BUNGALOW SUPERIOR|BUNGALOW|SUPERIOR|BUNGALOW SUPERIOR|BUNGALOW|SUPERIOR
BUN.SU-2|BUN|SU-2|1|3|3|1|1|BUNGALOW SUPERIOR|BUNGALOW|SUPERIOR|BUNGALOW SUPERIOR|BUNGALOW|SUPERIOR
BUN.SU-4|BUN|SU-4|2|3|3|1|2|BUNGALOW SUPERIOR|BUNGALOW|SUPERIOR|BUNGALOW SUPERIOR|BUNGALOW|SUPERIOR
BUN.SU-TR|BUN|SU-TR|1|2|2|1|1|BUNGALOW SUPERIOR WITH TERRACE|BUNGALOW|SUPERIOR WITH TERRACE|BUNGALOW SUPERIOR DENGAN TERAS|BUNGALOW|SUPERIOR DENGAN TERAS
BUN.SU-VL|BUN|SU-VL|1|3|2|2|1|BUNGALOW SUPERIOR LAGOON VIEW|BUNGALOW|SUPERIOR LAGOON VIEW|BUNGALOW SUPERIOR PEMANDANGAN LAGUNA|BUNGALOW|SUPERIOR PEMANDANGAN LAGUNA
BUN.SU-VM|BUN|SU-VM|1|4|4|2|1|BUNGALOW SUPERIOR SEA VIEW|BUNGALOW|SUPERIOR SEA VIEW|BUNGALOW SUPERIOR PEMANDANGAN LAUT|BUNGALOW|SUPERIOR PEMANDANGAN LAUT
BUN.SU-VP|BUN|SU-VP|1|3|3|1|1|BUNGALOW SUPERIOR POOL VIEW|BUNGALOW|SUPERIOR POOL VIEW|BUNGALOW SUPERIOR PEMANDANGAN KOLAM RENANG|BUNGALOW|SUPERIOR PEMANDANGAN KOLAM RENANG
BUN.TR|BUN|TR|1|6|6|6|1|BUNGALOW WITH TERRACE|BUNGALOW|WITH TERRACE|BUNGALOW DENGAN TERAS|BUNGALOW|DENGAN TERAS
BUN.VG|BUN|VG|0|0|0|0|1|BUNGALOW GOLF VIEW|BUNGALOW|GOLF VIEW|BUNGALOW PEMANDANGAN GOLF|BUNGALOW|PEMANDANGAN GOLF
BUN.VL|BUN|VL|0|3|3|1|1|BUNGALOW LAGOON VIEW|BUNGALOW|LAGOON VIEW|BUNGALOW PEMANDANGAN LAGUNA|BUNGALOW|PEMANDANGAN LAGUNA
BUN.VM|BUN|VM|0|5|5|3|1|BUNGALOW SEA VIEW|BUNGALOW|SEA VIEW|BUNGALOW PEMANDANGAN LAUT|BUNGALOW|PEMANDANGAN LAUT
BUN.VM-1|BUN|VM-1|1|4|2|0|1|BUNGALOW SEA VIEW|BUNGALOW|SEA VIEW|BUNGALOW PEMANDANGAN LAUT|BUNGALOW|PEMANDANGAN LAUT
BUN.VM-2|BUN|VM-2|1|3|3|1|1|BUNGALOW SEA VIEW|BUNGALOW|SEA VIEW|BUNGALOW PEMANDANGAN LAUT|BUNGALOW|PEMANDANGAN LAUT
BUN.VM-3|BUN|VM-3|1|3|3|1|1|BUNGALOW SEA VIEW|BUNGALOW|SEA VIEW|BUNGALOW PEMANDANGAN LAUT|BUNGALOW|PEMANDANGAN LAUT
BUN.VM-VP|BUN|VM-VP|2|4|3|3|1|BUNGALOW SEA VIEW POOL VIEW|BUNGALOW|SEA VIEW POOL VIEW|BUNGALOW PEMANDANGAN LAUT PEMANDANGAN KOLAM RENANG|BUNGALOW|PEMANDANGAN LAUT PEMANDANGAN KOLAM RENANG
BUN.VN|BUN|VN|1|4|4|3|1|BUNGALOW MOUNTAIN VIEW|BUNGALOW|MOUNTAIN VIEW|BUNGALOW PEMANDANGAN PEGUNUNGAN|BUNGALOW|PEMANDANGAN PEGUNUNGAN
BUN.VP|BUN|VP|0|5|5|3|1|BUNGALOW POOL VIEW|BUNGALOW|POOL VIEW|BUNGALOW PEMANDANGAN KOLAM RENANG|BUNGALOW|PEMANDANGAN KOLAM RENANG
BUN.VP-1|BUN|VP-1|1|4|4|3|1|BUNGALOW POOL VIEW|BUNGALOW|POOL VIEW|BUNGALOW PEMANDANGAN KOLAM RENANG|BUNGALOW|PEMANDANGAN KOLAM RENANG
BUN.VP-3|BUN|VP-3|3|3|3|0|3|BUNGALOW POOL VIEW|BUNGALOW|POOL VIEW|BUNGALOW PEMANDANGAN KOLAM RENANG|BUNGALOW|PEMANDANGAN KOLAM RENANG
BUN.WV|BUN|WV|1|4|3|2|1|BUNGALOW WITH VIEWS|BUNGALOW|WITH VIEWS|BUNGALOW DENGAN PEMANDANGAN|BUNGALOW|DENGAN PEMANDANGAN
BUN.Z1|BUN|Z1|1|1|1|1|1|BUNGALOW BASIC|BUNGALOW|BASIC|BUNGALOW DASAR|BUNGALOW|DASAR
BUN.Z1-1|BUN|Z1-1|1|3|3|1|1|BUNGALOW BASIC|BUNGALOW|BASIC|BUNGALOW DASAR|BUNGALOW|DASAR
CAB.1W-B2|CAB|1W-B2|1|6|4|3|1|Cabin TWO BEDROOMS ONE BATHROOM|Cabin|TWO BEDROOMS ONE BATHROOM|KABIN DUA KAMAR TIDUR SATU KAMAR MANDI|KABIN|DUA KAMAR TIDUR SATU KAMAR MANDI
CAB.2Q|CAB|2Q|1|5|2|3|1|Cabin TWO QUEEN BEDS|Cabin|TWO QUEEN BEDS|KABIN DUA RANJANG QUEEN|KABIN|DUA RANJANG QUEEN
CAB.2Q-NM|CAB|2Q-NM|1|6|6|5|1|Cabin TWO QUEEN BEDS NON SMOKING|Cabin|TWO QUEEN BEDS NON SMOKING|KABIN DUA RANJANG QUEEN BEBAS-ROKOK|KABIN|DUA RANJANG QUEEN BEBAS-ROKOK
CAB.B1|CAB|B1|0|6|6|3|1|Cabin ONE BEDROOM|Cabin|ONE BEDROOM|KABIN SATU KAMAR|KABIN|SATU KAMAR
CAB.B1-DX|CAB|B1-DX|0|0|0|0|1|Cabin DELUXE ONE BEDROOM|Cabin|DELUXE ONE BEDROOM|KABIN DELUKS SATU KAMAR TIDUR|KABIN|DELUKS SATU KAMAR TIDUR
CAB.B1-KG|CAB|B1-KG|1|6|4|3|1|Cabin KING BED ONE BEDROOM |Cabin|KING BED ONE BEDROOM |KABIN RANJANG KING SATU KAMAR TIDUR |KABIN|RANJANG KING SATU KAMAR TIDUR 
CAB.B2|CAB|B2|0|6|6|3|1|Cabin TWO BEDROOMS|Cabin|TWO BEDROOMS|KABIN DUA KAMAR|KABIN|DUA KAMAR
CAB.B2-NM|CAB|B2-NM|1|6|5|3|1|Cabin TWO BEDROOMS NON SMOKING|Cabin|TWO BEDROOMS NON SMOKING|KABIN DUA KAMAR BEBAS-ROKOK|KABIN|DUA KAMAR BEBAS-ROKOK
CAB.B3|CAB|B3|2|3|3|1|1|Cabin THREE BEDROOMS|Cabin|THREE BEDROOMS|KABIN TIGA KAMAR|KABIN|TIGA KAMAR
CAB.B4|CAB|B4|1|9|9|8|1|Cabin FOUR BEDROOMS|Cabin|FOUR BEDROOMS|KABIN EMPAT KAMAR|KABIN|EMPAT KAMAR
CAB.BF|CAB|BF|1|3|2|1|1|Cabin BEACH FRONT|Cabin|BEACH FRONT|KABIN DEPAN PANTAI|KABIN|DEPAN PANTAI
CAB.BK|CAB|BK|1|6|6|5|1|Cabin BUNK BED|Cabin|BUNK BED|KABIN RANJANG SUSUN|KABIN|RANJANG SUSUN
CAB.BL|CAB|BL|1|2|2|2|1|Cabin WITH BALCONY|Cabin|WITH BALCONY|KABIN DENGAN BALKON|KABIN|DENGAN BALKON
CAB.BS|CAB|BS|1|3|2|1|1|Cabin BUSINESS|Cabin|BUSINESS|KABIN BISNIS|KABIN|BISNIS
CAB.C1|CAB|C1|1|2|1|1|1|Cabin CAPACITY 1|Cabin|CAPACITY 1|KABIN KAPASITAS 1|KABIN|KAPASITAS 1
CAB.C2|CAB|C2|2|3|2|1|2|Cabin CAPACITY 2|Cabin|CAPACITY 2|KABIN KAPASITAS 2|KABIN|KAPASITAS 2
CAB.DX|CAB|DX|1|6|4|3|1|Cabin DELUXE|Cabin|DELUXE|KABIN DELUKS|KABIN|DELUKS
CAB.DX-1|CAB|DX-1|1|4|4|3|1|Cabin DELUXE|Cabin|DELUXE|KABIN DELUKS|KABIN|DELUKS
CAB.DX-OV|CAB|DX-OV|1|2|2|1|1|Cabin DELUXE OCEAN VIEW|Cabin|DELUXE OCEAN VIEW|KABIN DELUKS PEMANDANGAN SAMUDRA|KABIN|DELUKS PEMANDANGAN SAMUDRA
CAB.EJ-GV|CAB|EJ-GV|1|2|2|1|1|Cabin EXECUTIVE GARDEN VIEW|Cabin|EXECUTIVE GARDEN VIEW|KABIN EKSEKUTIF PEMANDANGAN KEBUN|KABIN|EKSEKUTIF PEMANDANGAN KEBUN
CAB.FA|CAB|FA|1|2|2|1|1|Cabin FEMALE ROOM|Cabin|FEMALE ROOM|KABIN KAMAR PEREMPUAN|KABIN|KAMAR PEREMPUAN
CAB.GD|CAB|GD|0|0|0|0|1|Cabin GRAND|Cabin|GRAND|KABIN GRAND|KABIN|GRAND
CAB.GV|CAB|GV|1|3|2|1|1|Cabin GARDEN VIEW|Cabin|GARDEN VIEW|KABIN PEMANDANGAN KEBUN|KABIN|PEMANDANGAN KEBUN
CAB.KG|CAB|KG|1|4|4|1|1|Cabin KING SIZE BED|Cabin|KING SIZE BED|KABIN RANJANG UKURAN KING|KABIN|RANJANG UKURAN KING
CAB.KG-NM|CAB|KG-NM|1|6|6|5|1|Cabin KING BED NON SMOKING|Cabin|KING BED NON SMOKING|KABIN RANJANG KING BEBAS-ROKOK|KABIN|RANJANG KING BEBAS-ROKOK
CAB.KT|CAB|KT|1|4|4|3|1|Cabin WITH KITCHENETTE|Cabin|WITH KITCHENETTE|KABIN DENGAN DAPUR|KABIN|DENGAN DAPUR
CAB.MQ|CAB|MQ|1|2|2|1|1|Cabin MALE ROOM|Cabin|MALE ROOM|KABIN KAMAR LAKI-LAKI|KABIN|KAMAR LAKI-LAKI
CAB.NC|CAB|NC|1|8|7|2|1|Cabin NO AIR CONDITIONING|Cabin|NO AIR CONDITIONING|KABIN TANPA AC|KABIN|TANPA AC
CAB.NM-QN|CAB|NM-QN|1|4|4|3|1|Cabin QUEEN BED NON SMOKING|Cabin|QUEEN BED NON SMOKING|KABIN RANJANG QUEEN BEBAS-ROKOK|KABIN|RANJANG QUEEN BEBAS-ROKOK
CAB.OV|CAB|OV|1|2|2|1|1|Cabin OCEAN VIEW|Cabin|OCEAN VIEW|KABIN PEMANDANGAN SAMUDRA|KABIN|PEMANDANGAN SAMUDRA
CAB.PI|CAB|PI|0|0|0|0|1|Cabin PREMIUM|Cabin|PREMIUM|KABIN PREMIUM|KABIN|PREMIUM
CAB.QN|CAB|QN|0|0|0|0|1|Cabin QUEEN SIZE BED|Cabin|QUEEN SIZE BED|KABIN RANJANG UKURAN QUEEN|KABIN|RANJANG UKURAN QUEEN
CAB.RO|CAB|RO|0|0|0|0|1|Cabin RUN OF HOUSE|Cabin|RUN OF HOUSE|KABIN ROH|KABIN|ROH
CAB.ST|CAB|ST|0|6|6|3|1|Cabin STANDARD|Cabin|STANDARD|KABIN STANDAR|KABIN|STANDAR
CAB.SU|CAB|SU|2|2|2|2|1|Cabin SUPERIOR|Cabin|SUPERIOR|KABIN SUPERIOR|KABIN|SUPERIOR
CHA.1W-B2|CHA|1W-B2|1|4|4|3|1|CHALET TWO BEDROOMS ONE BATHROOM|CHALET|TWO BEDROOMS ONE BATHROOM|CHALET DUA KAMAR TIDUR SATU KAMAR MANDI|CHALET|DUA KAMAR TIDUR SATU KAMAR MANDI
CHA.2B|CHA|2B|0|0|0|0|1|CHALET TWO BEDS|CHALET|TWO BEDS|CHALET DUA RANJANG|CHALET|DUA RANJANG
CHA.2B-DX|CHA|2B-DX|1|2|2|0|1|CHALET DELUXE TWO BEDS|CHALET|DELUXE TWO BEDS|CHALET DELUKS DUA RANJANG|CHALET|DELUKS DUA RANJANG
CHA.2D|CHA|2D|0|6|6|4|1|CHALET TWO DOUBLE BEDS|CHALET|TWO DOUBLE BEDS|CHALET DUA RANJANG DOUBLE|CHALET|DUA RANJANG DOUBLE
CHA.3B|CHA|3B|1|3|3|0|1|CHALET THREE BEDS|CHALET|THREE BEDS|CHALET TIGA RANJANG|CHALET|TIGA RANJANG
CHA.AS|CHA|AS|1|4|4|3|1|CHALET CLASSIC|CHALET|CLASSIC|CHALET KLASIK|CHALET|KLASIK
CHA.B1|CHA|B1|1|4|4|3|1|CHALET ONE BEDROOM|CHALET|ONE BEDROOM|CHALET SATU KAMAR|CHALET|SATU KAMAR
CHA.B1-C2|CHA|B1-C2|1|2|2|1|1|CHALET CAPACITY 2 ONE BEDROOM|CHALET|CAPACITY 2 ONE BEDROOM|CHALET KAPASITAS 2 SATU KAMAR|CHALET|KAPASITAS 2 SATU KAMAR
CHA.B1-C4|CHA|B1-C4|1|4|4|0|1|CHALET CAPACITY 4 ONE BEDROOM|CHALET|CAPACITY 4 ONE BEDROOM|CHALET KAPASITAS 4 SATU KAMAR|CHALET|KAPASITAS 4 SATU KAMAR
CHA.B2|CHA|B2|1|8|6|4|1|CHALET TWO BEDROOMS|CHALET|TWO BEDROOMS|CHALET DUA KAMAR|CHALET|DUA KAMAR
CHA.B2-C2|CHA|B2-C2|1|5|5|3|1|CHALET CAPACITY 2 TWO BEDROOMS|CHALET|CAPACITY 2 TWO BEDROOMS|CHALET KAPASITAS 2 DUA KAMAR|CHALET|KAPASITAS 2 DUA KAMAR
