Airport Code|Airport Name|City Name|Country Name
FON|Fortuna|Fortuna|Costa Rica
FOO|Numfoor|Numfoor|Indonesia
FOR|Pinto Martins|Fortaleza|Brazil
FOS|Forrest|Forrest|Australia
FOT|Forster|Forster|Australia
FOU|Fougamou|Fougamou|Gabon
FOX|Fox|Fox|United States
FOY|Foya|Foya|Liberia
FPO|Grand Bahama Intl.|Freeport|Bahamas
FPR|St Lucie County|Fort Pierce|United States
FPY|Perry-Foley|Perry|United States
FRA|Frankfurt Intl. Arpt.|Frankfurt|Germany
FRB|Forbes|Forbes|Australia
FRC|Franca|Franca|Brazil
FRD|Friday Harbor|Friday Harbor|United States
FRE|Fera Island|Fera Island|Solomon Islands
FRF|Rhein-Main AFB|Frankfurt|Germany
FRG|Republic Field|Farmingdale|United States
FRH|Municipal|French Lick|United States
FRI|Marshall AAF|Fort Riley, KS|United States
FRJ|Frejus|Frejus|France
FRK|Fregate Is|Fregate Is|Seychelles
FRL|Luigi Ridolfi|Forli|Italy
FRM|Fairmont|Fairmont|United States
FRN|Bryant AAF|Fort Richardson|United States
FRO|Flora|Floro|Norway
FRP|Fresh Water Bay|Fresh Water Bay|United States
FRQ|Feramin|Feramin|Papua New Guinea
FRR|Front Royal-Warren County|Front Royal,|United States
FRS|Santa Elena|Flores|Guatemala
FRT|Frutillar|Frutillar|Chile
FRU|Manas|Bishkek|Kyrgyzstan
FRW|Francistown|Francistown|Botswana
FRY|Fryeburg|Fryeburg|United States
FRZ|Fritzlar Airbase|Fritzlar|Germany
FSC|Sud Corse|Figari|France
FSD|Joe Foss Field Arpt.|Sioux Falls|United States
FSI|Henry Post AAF|Fort Sill|United States
FSK|Municipal|Fort Scott|United States
FSL|Fossil Downs|Fossil Downs|Australia
FSM|Regional|Fort Smith|United States
FSN|Haley AAF|Fort Sheridan|United States
FSP|Saint-pierre Pointe-blanche|St Pierre|St. Pierre And Miquelon
FSS|Kinloss|Forres|United Kingdom
FST|Pecos County|Fort Stockton|United States
FSU|Fort Sumner|Fort Sumner|United States
FTA|Futuna Arpt.|Futuna Island|Vanuatu
FTE|El Calafate|El Calafate|Argentina
FTI|Fitiuta|Fitiuta|American Samoa
FTK|Godman AAF|Fort Knox|United States
FTL|Fortuna Ledge|Fortuna Ledge|United States
FTU|Marillac|Fort Dauphin|Madagascar
FTW|Meacham Field|Fort Worth|United States
FTX|Owando|Owando|Congo
FTY|Fulton County|Atlanta|United States
FUB|Fulleborn|Fulleborn|Papua New Guinea
FUE|Fuerteventura|Puerto del Rosario|Spain
FUG|Fuyang|Fuyang|China
FUJ|Fukue|Fukue|Japan
FUK|Fukuoka|Fukuoka|Japan
FUL|Municipal|Fullerton|United States
FUM|Fuma|Fuma|Papua New Guinea
FUN|Intl.|Funafuti Atol|Tuvalu
FUT|Futuna Island|Futuna Island|Wallis and Futuna Islands
FVL|Flora Valey|Flora Valley|Australia
FVR|Forrest River Arpt.|Forrest River|Australia
FWA|Municipal/Baer Field|Fort Wayne|United States
FWH|Fort Worth NAS Jrb/Carswell Field|Fort Worth, TX|United States
FWL|Farewell|Farewell|United States
FWM|Heliport|Fort William|United Kingdom
FXE|Executive|Fort Lauderdale|United States
FXM|Flaxman Island|Flaxman Island|United States
FXO|Cuamba|Cuamba|Mozambique
FXY|Municipal|Forest City|United States
FYM|Municipal|Fayetteville|United States
FYN|Fuyun|Fuyun|China
FYT|Faya|Faya|Chad
FYU|Fort Yukon|Fort Yukon|United States
FYV|Municipal|Fayetteville|United States
FZO|Filton|Bristol|United Kingdom
GAA|Guamal|Guamal|Colombia
GAB|Gabbs|Gabbs|United States
GAC|Gracias|Gracias|Honduras
GAD|Municipal|Gadsden|United States
GAE|Gabes|Gabes|Tunisia
GAF|Gafsa|Gafsa|Tunisia
GAG|Gage|Gage|United States
GAH|Gayndah|Gayndah|Australia
GAI|Montgomery County|Gaithersburg|United States
GAJ|Junmachi|Yamagata|Japan
GAK|Gakona|Gakona|United States
GAL|Galena|Galena|United States
GAM|Gambell|Gambell|United States
GAN|Gan Arpt.|Gan Island|Maldives
GAO|Los Canos|Guantanamo|Cuba
GAP|Gusap|Gusap|Papua New Guinea
GAR|Garaina|Garaina|Papua New Guinea
GAS|Garissa|Garissa|Kenya
GAT|Tallard|Gap|France
GAU|Borjhar|Gawahati|India
GAV|Gag Island|Gag Island|Indonesia
GAW|Gangaw|Gangaw|Myanmar
GAX|Gamba|Gamba|Gabon
GAY|Gaya|Gaya|India
GAZ|Guasopa|Guasopa|Papua New Guinea
GBA|Big Bay|Big Bay|Vanuatu
GBB|Gara Djebilet|Gara Djebilet|Algeria
GBC|Gasuke|Gasuke|Papua New Guinea
GBD|Great Bend|Great Bend|United States
GBE|Sir Seretse Khama Intl.|Gaborone|Botswana
GBF|Negarbo|Negarbo|Papua New Guinea
GBG|Galesburg|Galesburg|United States
GBH|Galbraith Lake|Galbraith Lake|United States
GBI|Auxiliary Airfield|Grand Bahama|Bahamas
GBJ|Les Bases|Marie Galante|Guadeloupe
GBK|Gbangbatok|Gbangbatok|Sierra Leone
GBL|Goulburn Island|Goulburn Island|Australia
GBM|Garbaharey|Garbaharey|Somalia
GBN|San Giovanni Rotondo|San Giovanni Rotondo|Italy
GBO|Baltimore Greenbelt T|Baltimore|United States
GBP|Gamboola|Gamboola|Australia
GBQ|Muharraq|Muharraq|Bahrain
GBR|Walter J. Koladza Arpt.|Great Barrington|United States
GBS|Port Fitzroy|Port Fitzroy|New Zealand
GBT|Gorgan|Gorgan|Iran
GBU|Khashm El Girba|Khashm El Girba|Sudan
GBV|Gibb River|Gibb River|Australia
GBZ|Great Barrier Island|Great Barrier Island|New Zealand
GCA|Guacamaya|Guacamaya|Colombia
GCC|Campbell County|Gillette|United States
GCI|Guernsey|Guernsey|United Kingdom
GCJ|Grand Central|Johannesburg|South Africa
GCK|Garden City Municipal Arpt.|Garden City, KS|United States
GCM|Owen Roberts Intl.|Georgetown|Cayman Islands
GCN|National Park|Grand Canyon|United States
GCV|Gravatai|Gravatai|Brazil
GCY|Municipal|Greenville|United States
GDA|Gounda|Gounda|Central African Republic
GDD|Gordon Downs|Gordon Downs|Australia
GDE|Gode/Iddidole|Gode/Iddidole|Ethiopia
GDG|Magdagachi|Magdagachi|Russian Federation
GDH|Golden Horn Lodge SPB|Golden Horn Lodge, Alaska|United States
GDI|Gordil|Gordil|Central African Republic
GDJ|Gandajika|Gandajika|Zaire
GDL|Don Miguel Hidalgo y Costilla Intl.|Guadalajara|Mexico
GDM|Municipal|Gardner|United States
GDN|Lech Walesa|Gdansk|Poland
GDO|Vare Maria|Guasdualito|Venezuela
GDP|Guadalupe|Guadalupe|Brazil
GDQ|Gondar|Gondar|Ethiopia
GDT|Grand Turk Is|Grand Turk Is|Turks and Caicos Islands
GDV|Dawson Community|Glendive|United States
GDW|Gladwin|Gladwin|United States
GDX|Magadan|Magadan|Russian Federation
GDZ|Gelendzik|Gelendzik|Russian Federation
GEA|Magenta|Noumea|New Caledonia
GEB|Gebe|Gebe|Indonesia
GEC|Gecitkale|Gecitkale|Cyprus
GED|Sussex County|Georgetown|United States
GEE|George Town|George Town|Tasmania
GEF|Geva Airstrip|Geva|Solomon Islands
GEG|Spokane Intl.|Spokane|United States
GEI|Green Islands|Green Islands|Papua New Guinea
GEK|Ganes Creek|Ganes Creek|United States
GEL|Sepe Tiaraju|Santo Angelo|Brazil
GEO|Cheddi Jagan Intl.|Georgetown|Guyana
GER|Rafael Cabrera|Nueva Gerona|Cuba
GES|General Santos Intl.|General Santos|Philippines
GET|Geraldton|Geraldton|Australia
GEV|Gallivare|Gallivare|Sweden
GEW|Gewoia|Gewoia|Papua New Guinea
GEX|Geelong|Geelong|Australia
GEY|South Big Horn County|Greybull|United States
GFA|Malmstrom AFB|Great Falls|United States
GFB|Togiak Fish|Togiak Fish|United States
GFD|Pope Field|Greenfield|United States
GFE|Grenfell|Grenfell|Australia
GFF|Griffith|Griffith|Australia
GFK|Grand Forks|Grand Forks|United States
GFL|Warren County|Glens Falls|United States
GFN|Grafton|Grafton|Australia
GFO|Bartica|Bartica|Guyana
GFR|Granville|Granville|France
GFY|Grootfontein|Grootfontein|Namibia
GGC|Lumbala|Lumbala|Angola
GGD|Gregory Downs|Gregory Downs|Australia
GGE|Georgetown|Georgetown|United States
GGG|Kilgore|Kilgore|United States
GGL|Gilgal|Gilgal|Colombia
GGN|Gagnoa|Gagnoa|Cote D'Ivoire
GGO|Guiglo|Guiglo|Cote D'Ivoire
GGR|Garoe|Garoe|Somalia
GGS|Gobernador Gregores|Gobernador Gregores|Argentina
GGT|Exuma Intl.|George Town|Bahamas
GGW|Intl.|Glasgow|United States
GHA|Noumerate|Ghardaia|Algeria
GHB|Governors Harbour|Governors Harbour|Bahamas
GHC|Great Harbour|Great Harbour|Bahamas
GHD|Ghimbi|Ghimbi|Ethiopia
GHE|Garachine|Garachine|Panama
GHF|Giebelstadt|Giebelstadt|Germany
GHK|Gush Katif|Gush Katif|Israel
GHM|Municipal|Centerville|United States
GHN|Guanghan|Guanghan|China
GHT|Ghat|Ghat|Libya
GHU|Gualeguaychu|Gualeguaychu|Argentina
GIB|North Front|Gibraltar|Gibraltar
GIC|Boigu Island|Boigu Island|Australia
GID|Gitega|Gitega|Burundi
GIF|Gilbert Field|Winter Haven|United States
GIG|Galeão–antonio Carlos Jobim Intl. Arpt.|Rio De Janeiro|Brazil
GII|Siguiri|Siguiri|Guinea
GIL|Gilgit|Gilgit|Pakistan
GIM|Miele Mimbale|Miele Mimbale|Gabon
GIR|Girardot|Girardot|Colombia
GIS|Gisborne|Gisborne|New Zealand
GIT|Geita|Geita|Tanzania
GIU|Sigiriya Slaf Base|Sigiriya|Sri Lanka
GIZ|Jazan|Jazan|Saudi Arabia
GJA|Guanaja|Guanaja|Honduras
GJL|Jijel|Jijel|Algeria
GJM|Guajara-Mirim|Guajara-Mirim|Brazil
GJR|Gjogur|Gjogur|Iceland
GJT|Walker Field|Grand Junction|United States
GKA|Goroka|Goroka|Papua New Guinea
GKE|Geilenkirchen|Geilenkirchen|Germany
GKH|Gorkha|Gorkha|Nepal
GKL|Great Keppel Island|Great Keppel Island|Australia
GKN|Gulkana|Gulkana|United States
GKO|Kongoboumba|Kongoboumba|Gabon
GKT|Gatlinburg|Gatlinburg|United States
GLC|Geladi|Geladi|Ethiopia
GLD|Renner Field|Goodland|United States
GLE|Municipal|Gainesville|United States
GLF|Golfito|Golfito|Costa Rica
GLG|Glengyle|Glengyle|Australia
GLH|Greenville|Greenville|United States
GLI|Glen Innes|Glen Innes|Australia
GLK|Galcaio|Galcaio|Somalia
GLL|Klanten Arpt|Gol|Norway
GLM|Glenormiston|Glenormiston|Australia
GLN|Goulimime|Goulimime|Morocco
GLO|Gloucestershire|Gloucester|United Kingdom
GLP|Gulgubip|Gulgubip|Papua New Guinea
GLQ|Glennallen|Glennallen|United States
GLR|Otsego County|Gaylord|United States
GLS|Scholes Field|Galveston|United States
GLT|Gladstone|Gladstone|Australia
GLV|Golovin|Golovin|United States
GLW|Municipal|Glasgow|United States
GLX|Galela|Galela|Indonesia
GLY|Goldsworthy|Goldsworthy|Australia
GLZ|Gilze-Rijen|Breda|Netherlands
GMA|Gemena|Gemena|Zaire
GMB|Gambela|Gambela|Ethiopia
GMC|Guerima|Guerima|Colombia
GME|Gomel|Gomel|Belarus
GMI|Gasmata Island|Gasmata Island|Papua New Guinea
GMM|Gamboma|Gamboma|Congo
GMN|Greymouth|Greymouth|New Zealand
GMO|Gombe |Gombe |Nigeria
GMP|Gimpo Intl.|Seoul|Korea
GMR|Gambier Is|Gambier Is|French Polynesia
GMS|Guimaraes|Guimaraes|Brazil
GMT|Granite Mountain|Granite Mountain|United States
GMU|Greenville Downtown|Greenville|United States
GMV|Monument Valley|Monument Valley Gldngs|United States
GMY|Rheindahlen|Rheindahlen|Germany
GMZ|La Gomera|San Sebas De La Gomera|Spain
GNA|Grodna|Grodna|Belarus
GNB|Grenoble-isere Arpt.|Grenoble|France
GND|Point Salines Intl.|St. Georges|Grenada
GNE|Ghent|Ghent|Belgium
GNG|Gooding|Gooding|United States
GNI|Green Island|Green Island|Taiwan
GNM|Guanambi|Guanambi|Brazil
GNN|Ghinnir|Ghinnir|Ethiopia
GNR|General Roca|General Roca|Argentina
GNS|Binaka|Gunungsitoli|Indonesia
GNT|Milan|Grants|United States
GNU|Goodnews Bay|Goodnews Bay|United States
GNV|Gainesville Regional|Gainesville|United States
GNZ|Ghanzi|Ghanzi|Botswana
GOA|Cristoforo Colombo|Genova|Italy
GOB|Goba|Goba|Ethiopia
GOC|Gora|Gora|Papua New Guinea
GOE|Gonalia|Gonalia|Papua New Guinea
GOF|Goodfellow AFB|San Angelo|United States
GOG|Gobabis|Gobabis|Namibia
GOH|Nuuk|Nuuk|Greenland
GOI|Dabolim|Goa|India
GOJ|Nizhniy Novgorod|Nizhniy Novgorod|Russian Federation
GOK|Guthrie|Guthrie|United States
GOL|State|Gold Beach|United States
GOM|Goma|Goma|Democratic Republic Of Congo
GON|New London|New London|United States
GOO|Goondiwindi|Goondiwindi|Australia
GOP|Gorakhpur|Gorakhpur|India
GOQ|Golmud|Golmud|China
GOR|Gore|Gore|Ethiopia
GOS|Gosford|Gosford|Australia
GOT|Landvetter|Gothenburg|Sweden
GOU|Garoua|Garoua|Cameroon
GOV|Nhulunbuy|Gove|Australia
GOY|Amparai|Gal Oya|Sri Lanka
GOZ|Gorna Oriahovitsa|Gorna Oriahovitsa|Bulgaria
GPA|Araxos Arpt.|Patras|Greece
GPB|Tancredo Thomaz Faria|Guarapuava|Brazil
GPI|Guapi|Guapi|Colombia
GPL|Guapiles|Guapiles|Costa Rica
GPN|Garden Point|Garden Point|Australia
GPO|General Pico|General Pico|Argentina
GPS|Baltra|Galapagos Is|Ecuador
GPT|Gulfport-Biloxi Intl.|Gulfport|United States
GPZ|Grand Rapids|Grand Rapids|United States
GQJ|RAF Station|Machrihanish|United Kingdom
GQQ|Galion|Galion|United States
GRA|Gamarra|Gamarra|Colombia
GRB|Austin-straubel Field|Green Bay|United States
GRC|Grand Cess|Grand Cess|Liberia
GRD|Greenwood|Greenwood|United States
GRE|Municipal|Greenville|United States
GRF|Gray Aaf|Tacoma|United States
GRG|Gardez|Gardez|Afghanistan
GRH|Garuahi|Garuahi|Papua New Guinea
GRI|Grand Island|Grand Island, NE|United States
GRJ|George|George|South Africa
GRK|Gray Aaf|Fort Hood, TX|United States
GRL|Garasa|Garasa|Papua New Guinea
GRM|Devils Track|Grand Marais|United States
GRN|Gordon|Gordon|United States
GRO|Girona-Costa Brava|Gerona|Spain
GRP|Gurupi|Gurupi|Brazil
GRQ|Eelde|Groningen|Netherlands
GRR|Kent County Intl|Grand Rapids|United States
GRS|Baccarini|Grosseto|Italy
GRT|Gujrat|Gujrat|Pakistan
GRU|Aeroporto Internacional Guarulhos|Sao Paulo|Brazil
GRV|Groznyj|Groznyj|Russian Federation
GRW|Graciosa Island|Graciosa Island|Portugal
GRX|Granada|Granada|Spain
GRY|Grimsey|Grimsey|Iceland
GRZ|Thalerhof|Graz|Austria
GSA|Long Pasia|Long Pasia|Malaysia
GSC|Gascoyne Junction|Gascoyne Junction|Australia
GSE|Gothenburg City Arpt.|Gothenburg|Sweden
GSH|Goshen|Goshen|United States
GSI|Guadalcanal|Guadalcanal|Solomon Islands
GSN|Mount Gunson|Mount Gunson|Australia
GSO|Piedmont Triad Intl|Greensboro, NC|United States
GSP|Greenville Spartanbur Int'l Arpt.|Greenville|United States
GSQ|Shark Elowainat|Shark Elowainat|Egypt
GSR|Gardo|Gardo|Somalia
GSS|Sabi Sabi|Sabi Sabi|South Africa
GST|Gustavus Arpt|Gustavus|United States
GSU|Gedaref|Gedaref|Sudan
GSY|Binbrook|Grimsby|United Kingdom
GTA|Gatokae Aerodrom|Gatokae|Solomon Islands
GTB|Genting|Genting|Malaysia
GTC|Green Turtle|Green Turtle|Bahamas
GTE|Alyangula|Groote Eylandt|Australia
GTF|Intl.|Great Falls|United States
GTG|Municipal|Grantsburg|United States
GTI|Guettin|Guettin|Germany
GTK|Sungei Tekai|Sungei Tekai|Malaysia
GTN|Glentanner|Mount Cook|New Zealand
GTO|Tolotio|Gorontalo|Indonesia
GTR|Golden Triangle Reg.|Columbus|United States
GTS|Granites|Granites|Australia
GTT|Georgetown|Georgetown|Australia
GTW|Holesov|Zlin|Czech Republic
GTY|Gettysburg|Gettysburg|United States
GUA|La Aurora|Guatemala City|Guatemala
GUB|Guerrero Negro|Guerrero Negro|Mexico
GUC|Gunnison|Gunnison|United States
GUD|Goundam|Goundam|Mali
GUE|Guriaso|Guriaso|Papua New Guinea
GUF|Edwards|Gulf Shores|United States
GUG|Guari|Guari|Papua New Guinea
GUH|Gunnedah|Gunnedah|Australia
GUI|Guiria|Guiria|Venezuela
GUJ|Guaratingueta|Guaratingueta|Brazil
GUL|Goulburn|Goulburn|Australia
GUM|Guam Intl.|Agana|Guam
GUN|Gunter AFB|Montgomery|United States
GUO|Gualaco|Gualaco|Honduras
GUP|Senator Clark|Gallup|United States
GUQ|Guanare|Guanare|Venezuela
GUR|Gurney|Alotau|Papua New Guinea
GUS|Grissom Afb|Peru, Indiana|United States
GUT|Guetersloh|Guetersloh|Germany
GUU|Grundarfjordur|Grundarfjordur|Iceland
GUV|Mougulu|Mougulu|Papua New Guinea
GUW|Atyrau Intl.|Atyrau|Kazakhstan
GUX|Guna|Guna|India
GUY|Guymon|Guymon|United States
GUZ|Guarapari|Guarapari|Brazil
GVA|Geneve-cointrin|Geneva|Switzerland
GVE|Municipal|Gordonsville|United States
GVI|Green River|Green River|Papua New Guinea
GVL|Lee Gilmer Memorial|Gainesville|United States
GVP|Greenvale|Greenvale|Australia
GVR|Governador Valadares|Governador Valadares|Brazil
GVT|Majors Field|Greenville|United States
GVW|Richards-Gebaur|Grandview|United States
GVX|Sandviken|Gavle|Sweden
GWA|Gwa|Gwa|Myanmar
GWD|Gwadar|Gwadar|Pakistan
GWE|Gweru|Gweru|Zimbabwe
GWL|Gwalior|Gwalior|India
GWN|Gnarowein|Gnarowein|Papua New Guinea
GWO|Leflore|Greenwood|United States
GWS|Glenwood Springs|Glenwood Springs|United States
GWT|Westerland - Sylt|Westerland|Germany
GWV|Glendale|Glendale|United States
GWW|Raf Gatow|Berlin|Germany
GWY|Carnmore|Galway|Ireland
GXF|Seiyun|Seiyun|Yemen
GXG|Negage|Negage|Angola
GXH|NAF|Mildenhall|United Kingdom
GXQ|Ten. Vidal|Coyhaique|Chile
GXX|Yagoua|Yagoua|Cameroon
GXY|Weld County|Greeley|United States
GYA|Guayaramerin|Guayaramerin|Bolivia
GYD|Heydar Aliyev Intl.|Baku|Azerbaijan
GYE|Simon Bolivar|Guayaquil|Ecuador
GYI|Gisenyi|Gisenyi|Rwanda
GYL|Argyle|Argyle|Australia
GYM|Gen Jose M Yanez|Guaymas|Mexico
GYN|Santa Genoveva|Goiania|Brazil
GYP|Gympie|Gympie|Australia
GYR|Litchfield|Goodyear|United States
GYS|Guang Yuan|Guang Yuan|China
GYY|Gary/Chicago Intl.|Gary, IN|United States
GZA|Gaza - Yaser Arafat Intl. Arpt.|Rafah|Palestine
GZI|Ghazni|Ghazni|Afghanistan
GZM|Gozo Heliport|Gozo|Malta
GZO|Gizo|Gizo|Solomon Islands
GZT|Gaziantep|Gaziantep|Turkey
GZW|Ghazvin|Ghazvin|Iran
HAA|Hasvik|Hasvik|Norway
HAB|Marion County|Hamilton|United States
HAC|Hachijo Jima|Hachijo Jima|Japan
HAD|Halmstad|Halmstad|Sweden
HAE|Havasupai|Havasupai|United States
HAF|Half Moon|Half Moon|United States
HAH|Prince Said Ibrahim In|Moroni|Comoros
HAI|Dr Haines|Three Rivers|United States
HAJ|Hanover Arpt|Hanover|Germany
HAK|Haikou|Haikou|China
HAL|Halali|Halali|Namibia
HAM|Hamburg Arpt.|Hamburg|Germany
HAN|Noibai Intl.|Hanoi|Viet Nam
HAO|Hamilton|Hamilton|United States
HAP|Long Island|Long Island|Australia
HAQ|Hanimaadhoo|Hanimaadhoo|Maldives
HAR|Capital City|Harrisburg|United States
HAS|Hail|Hail|Saudi Arabia
HAT|Heathlands|Heathlands|Australia
HAU|Haugesund|Haugesund|Norway
HAV|Jose Marti Intl|Havana|Cuba
HAW|Haverfordwest|Haverfordwest|United Kingdom
HAX|Hatbox Field|Muskogee|United States
HAY|Haycock|Haycock|United States
HAZ|Hatzfeldthaven|Hatzfeldthaven|Papua New Guinea
HBA|Hobart|Hobart|Australia
HBB|Industrial Airpark|Hobbs|United States
HBD|Habi|Habi|Papua New Guinea
HBE|Amiryah West|Alexandria|Egypt
HBG|The Hattiesburg-Bobby L. Chain Mun.|Hattiesburg|United States
HBH|Hobart Bay|Hobart Bay|United States
HBI|Harbour Island|Harbour Island|Bahamas
HBL|Babelegi Heliport|Babelegi|South Africa
HBN|Flamingo|Phu-bon|Viet Nam
HBO|Municipal|Humboldt|United States
HBR|Hobart|Hobart, OK|United States
HBT|Hafr Albatin|Hafr Albatin|Saudi Arabia
HBX|Hubli|Hubli|India
HCA|Howard County|Big Spring|United States
HCB|Shoal Cove|Shoal Cove|United States
HCM|Eil|Eil|Somalia
HCN|Hengchun|Hengchun|Taiwan
HCQ|Halls Creek|Halls Creek|Australia
HCR|Holy Cross|Holy Cross|United States
HCS|Randburg Heliport|Johannesburg|South Africa
HCW|Cheraw|Cheraw|United States
HDA|Hidden Falls|Hidden Falls|United States
HDB|Heidelberg|Heidelberg|Germany
HDD|Hyderabad|Hyderabad|Pakistan
HDE|Brewster Field|Holdrege|United States
HDF|Heringsdorf|Heringsdorf|Germany
HDG|Handan|Handan|China
HDH|Dillingham Airfield|Oahu|United States
HDM|Hamadan|Hamadan|Iran
HDN|Yampa Valley|Hayden|United States
HDR|Havadarya|Havadarya|Iran
HDS|Hoedspruit Arpt.|Hoedspruit|South Africa
HDY|Hat Yai|Hat Yai|Thailand
HEA|Herat|Herat|Afghanistan
HEB|Henzada|Henzada|Myanmar
HED|Herendeen|Herendeen|United States
HEE|Thompson-Robbins|Helena|United States
HEH|Heho|Heho|Myanmar
HEI|Heide-Buesum|Heide-Buesum|Germany
HEK|Heihe|Heihe|China
HEL|Helsinki-vantaa|Vantaa|Finland
HEM|Helsinki-malmi|Helsinki|Finland
HEN|Hendon|Hendon|United Kingdom
HEO|Haelogo|Haelogo|Papua New Guinea
HER|Nikos Kazantzakis Arpt.|Heraklion|Greece
HES|State|Hermiston|United States
HET|Hohhot|Hohhot|China
HEV|Huelva|Huelva|Spain
HEW|Hellinikon|Athens|Greece
HEX|Santo Domingo Herrera|Santo Domingo|Dominican Republic
HEY|Hanchey Army Heliport|Ozark|United States
HEZ|Hardy-Anders|Natchez|United States
HFA|Haifa|Haifa|Israel
HFD|Brainard|Hartford|United States
HFE|Hefei |Luogang|China
HFF|Mackall AAF|Hoffman|United States
HFN|Hornafjordur|Hornafjordur|Iceland
HFS|Hagfors|Hagfors|Sweden
HFT|Hammerfest|Hammerfest|Norway
HGA|Hargeisa|Hargeisa|Somalia
HGD|Hughenden|Hughenden|Australia
HGH|Hangzhou|Hangzhou|China
HGI|Higlieg|Higlieg|Sudan
HGL|Helgoland|Helgoland|Germany
HGN|Mae Hong Son|Mae Hong Son|Thailand
HGO|Korhogo|Korhogo|Cote D'Ivoire
HGR|Wash. County Regional|Hagerstown|United States
HGS|Hastings|Freetown|Sierra Leone
HGT|Hunter AAF|Jolon|United States
HGU|Kagamuga|Mount Hagen|Papua New Guinea
HGZ|Hogatza|Hogatza|United States
HHA|Huanghua Intl.|Changsha|China
HHE|Hachinohe|Hachinohe|Japan
HHH|Hilton Head|Hilton Head|United States
HHI|Wheeler AFB|Wahiawa|United States
HHN|Frankfurt-Hahn|Hahn|Germany
HHP|H K Heliport|Hong Kong|Hong Kong
HHQ|Hua Hin Arpt.|Hua Hin|Thailand
HHR|Hawthorne|Hawthorne|United States
HHZ|Hikueru|Hikueru|French Polynesia
HIB|Chisholm|Chisholm|United States
HIC|Iscor Heliport|Pretoria|South Africa
HID|Horn Island|Horn Island|Australia
HIE|Regional|Whitefield|United States
HIF|Hill Afb|Ogden|United States
HIG|Highbury|Highbury|Australia
HIH|Hook Island|Hook Island|Australia
HII|Municipal|Lake Havasu City|United States
HIJ|Intl.|Hiroshima|Japan
HIK|Hickam AFB|Honolulu|United States
HIM|Hingurakgoda|Hingurakgoda|Sri Lanka
HIN|Sacheon|Jinju|Korea
HIO|Portland|Hillsboro|United States
HIP|Headingly|Headingly|Australia
HIR|Henderson Intl|Honiara|Solomon Islands
HIS|Hayman Island|Hayman Island|Australia
HIT|Hivaro|Hivaro|Papua New Guinea
HIW|Hiroshima West|Hiroshima|Japan
HIX|Hiva Oa|Hiva Oa|French Polynesia
HJR|Khajuraho|Khajuraho|India
HJT|Khujirt|Khujirt|Mongolia
HKA|Municipal|Blytheville|United States
HKB|Healy Lake|Healy Lake|United States
HKD|Hakodate|Hakodate|Japan
HKG|Hong Kong Intl.|Hong Kong|Hong Kong
HKK|Hokitika Arpt|Hokitika|New Zealand
HKN|Hoskins|Hoskins|Papua New Guinea
HKS|Hawkins Field|Jackson|United States
HKT|Phuket Intl.|Phuket|Thailand
HKV|Haskovo|Haskovo|Bulgaria
HKY|Hickory|Hickory|United States
HLA|Lanseria|Lanseria|South Africa
HLB|Hillenbrand|Batesville|United States
HLC|Hill City|Hill City|United States
HLD|Hailar|Hailar|China
HLF|Hultsfred - Vimmerby|Hultsfred|Sweden
HLG|Ohio County|Wheeling|United States
HLH|Ulanhot|Ulanhot|China
HLI|Hollister|Hollister|United States
HLL|Hillside|Hillside|Australia
HLM|Park Township|Holland|United States
HLN|Helena|Helena|United States
HLP|Halim Perdana Kusuma|Jakarta|Indonesia
HLR|Fort Hood AAF|Killeen|United States
HLS|St Helens|St Helens|Australia
HLT|Hamilton|Hamilton|Australia
HLU|Houailou|Houailou|New Caledonia
HLV|Helenvale|Helenvale|Australia
HLW|Hluhluwe|Hluhluwe|South Africa
HLY|Anglesey Arpt.|Holyhead|United Kingdom
HLZ|Hamilton|Hamilton|New Zealand
HMA|Khanty-Mansiysk|Khanty-mansiysk|Russia
HME|Oued Irara Apt|Hassi Messaoud|Algeria
HMG|Hermannsburg|Hermannsburg|Australia
HMI|Hami|Hami|China
HMJ|Khmelnitskiy|Khmelnitskiy|Ukraine
HMN|Holloman AFB|Alamogordo|United States
